title_id,title_native,title_romaji,start_year,chapters,volume,publishing_status,country,adult,genres,average_score,mean_score,popularity,favorites,score_10,score_20,score_30,score_40,score_50,score_60,score_70,score_80,score_90,score_100,count_CURRENT,count_PLANNING,count_COMPLETED,count_DROPPED,count_PAUSED,ranking_RATED,ranking_POPULAR,synopsis,cover_image_url
30002,ベルセルク,Berserk,1989.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Psychological']",92,92,86848,15709,458.0,25.0,50.0,77.0,157.0,282.0,872,2378,7428,18605,41061,28339,7584,1300,8564,1.0,7.0,"His name is Guts, the Black Swordsman, a feared warrior spoken of only in whispers. Bearer of a gigantic sword, an iron hand, and the scars of countless battles and tortures, his flesh is also indelibly marked with The Brand, an unholy symbol that draws the forces of darkness to him and dooms him as their sacrifice. But Guts won't take his fate lying down; he'll cut a crimson swath of carnage through the ranks of the damned—and anyone else foolish enough to oppose him! Accompanied by Puck the Elf, more an annoyance than a companion, Guts relentlessly follows a dark, bloodstained path that leads only to death...or vengeance.<br>
<br>
(Source: Dark Horse)<br>
<br>
<i>Notes:<br>
- Volumes 1-5 contain the 16 prequel chapters 0A - 0P.<br>
- <a href=""https://anilist.co/manga/95821/"">Chapter 83</a> was omitted from Volume 13 due to the author’s request.<br>
- Volume 14 includes “<a href=""https://anilist.co/manga/36408/"">Berserk: The Prototype</a>”.<br>
- The series is currently on indefinite hiatus due to the mangaka's death.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30002-7EzO7o21jzeF.jpg'}
30013,ONE PIECE,ONE PIECE,1997.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Comedy', 'Fantasy']",91,91,83201,17391,239.0,41.0,69.0,140.0,337.0,620.0,1730,3798,9344,20963,57479,12759,3088,2567,7308,1.0,1.0,"As a child, Monkey D. Luffy was inspired to become a pirate by listening to the tales of the buccaneer ""Red-Haired"" Shanks. But his life changed when Luffy accidentally ate the Gum-Gum Devil Fruit and gained the power to stretch like rubber...at the cost of never being able to swim again! Years later, still vowing to become the king of the pirates, Luffy sets out on his adventure...one guy alone in a rowboat, in search of the legendary ""One Piece,"" said to be the greatest treasure in the world...
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30013-oT7YguhEK1TE.jpg'}
31706,ジョジョの奇妙な冒険 スティール・ボール・ラン,JoJo no Kimyou na Bouken: Steel Ball Run,2004.0,95.0,24.0,FINISHED,JP,False,"['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Sports', 'Supernatural']",91,91,40754,8341,375.0,9.0,18.0,41.0,74.0,177.0,632,1651,5591,11017,4899,11582,22916,265,1092,1.0,1.0,"Originally presented as an unrelated story, this series was later officially declared a part of the JoJo storyline. The series stars Gyro Zeppeli, who uses a set of steel balls that spin incredibly fast, and Johnny Joestar (Jonathan Joestar), a former hot-shot jockey who was crippled by an ambusher and lost his fame and fortune. They race, along with others, in a mad-dash across America for 50 million dollars, reminiscent of The Cannonball Run.<br><br>
(Source: Wikipedia)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx31706-8NapvUJrWR3C.png'}
30656,バガボンド,Vagabond,1999.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Drama']",90,90,49289,6265,230.0,5.0,16.0,26.0,86.0,153.0,479,1385,3884,6961,13310,24352,6589,514,4524,1.0,1.0,"At seventeen years of age, Miyamoto Musashi--still known by his childhood name, Shinmen Takezo--was a wild young brute just setting out along the way of the sword.
<br><br>
In the aftermath of the epic Battle of Sekigahara, Takezo finds himself a fugitive survivor on the losing side of the war. Takezo's vicious nature has made him an outcast even in his own village, and he is hunted down like an animal. At this crucial crossroads in Takezo's life, an eccentric monk and a childhood friend are the only ones who can help him find his way.
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30656-dNNIEyEIF66b.png'}
30001,MONSTER,MONSTER,1994.0,162.0,18.0,FINISHED,JP,False,"['Drama', 'Mystery', 'Psychological', 'Thriller']",90,90,38251,4010,144.0,5.0,18.0,30.0,79.0,128.0,424,1146,3337,5410,4210,20159,12143,304,1435,1.0,1.0,"Everyone faces uncertainty at some point in their lives. Even a brilliant surgeon like Kenzo Tenma is no exception. But there’s no way he could have known that his decision to stop chasing professional success and instead concentrate on his oath to save peoples’ lives would result in the birth of an abomination. The questions of good and evil now take on a terrifyingly real dimension.
<br><br>
Years later, in Germany during the tumultuous post-reunification period, middle-aged childless couples are being killed one after another. The serial killer’s identity is known. The reasons why he kills are not. Dr. Tenma sets out on a journey to find the killer’s twin sister, who may hold some clues to solving the enigma of the “Monster.”
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30001-Vft5PAKPrY1W.jpg'}
30051,スラムダンク,Slam Dunk,1990.0,276.0,31.0,FINISHED,JP,False,"['Comedy', 'Drama', 'Sports']",89,90,27883,3435,61.0,5.0,8.0,13.0,57.0,132.0,457,1123,2980,3933,3621,13082,9826,247,1107,1.0,1.0,"Hanamichi Sakuragi's got no game with girls--none at all! It doesn't help that he's known for throwing down at a moment's notice and always coming out on top. A hopeless bruiser, he's been rejected by 50 girls in a row! All that changes when he meets the girl of his dreams, Haruko, and she's actually not afraid of him! When she introduces him to the game of basketball, his life is changed forever...
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30051-Lfej2WdOZty5.png'}
30642,ヴィンランド・サガ,Vinland Saga,2005.0,,,RELEASING,JP,False,"['Action', 'Adventure', 'Drama']",89,90,51935,7119,72.0,16.0,13.0,45.0,107.0,165.0,666,2046,5622,6214,23753,21470,1749,689,4274,1.0,1.0,"As a child, Thorfinn sat at the feet of the great Leif Ericson and thrilled to wild tales of a land far to the west. But his youthful fantasies were shattered by a mercenary raid. Raised by the Vikings who murdered his father, Thorfinn became a terrifying warrior, forever seeking to kill the band's leader, Askeladd, and avenge his father. Sustaining Thorfinn through his ordeal are his pride in his family and his dreams of a fertile westward land, a land without war or slavery … the land Leif called Vinland.
<br><br>
(Source: Kodansha USA)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30642-x6RpmbP5mU7q.jpg'}
65243,ハイキュー！！,Haikyuu!!,2012.0,404.0,45.0,FINISHED,JP,False,"['Comedy', 'Drama', 'Sports']",89,89,53083,6782,149.0,21.0,33.0,50.0,140.0,259.0,969,2500,5802,8188,14060,16803,17795,1046,3379,1.0,2.0,"A chance event triggered Shouyou Hinata's love for volleyball. His club had no members, but somehow persevered and finally made it into its very first and final regular match of middle school, where it was steamrolled by Tobio Kageyama, a superstar player known as ""King of the Court."" Vowing revenge, Hinata applied to the Karasuno High School volleyball club...only to come face-to-face with his hated rival, Kageyama! A tale of hot-blooded youth and volleyball from the pen of Haruichi Furudate!!<br><br>
(Source: Shonen Jump)<br><br>
<i>Note: Includes 2 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx65243-mR4MnJFmfaOF.png'}
31303,あしたのジョー,Ashita no Joe,1968.0,171.0,20.0,FINISHED,JP,False,"['Drama', 'Slice of Life', 'Sports']",89,90,11582,1537,36.0,3.0,6.0,7.0,32.0,49.0,170,364,893,1621,1194,6220,3533,136,499,9.0,205.0,"Joe Yabuki is a troubled young man who runs away from an orphanage. Wandering through the Tokyo slums, he meets former boxing trainer Danpei. Joe is later arrested and goes to a temporary jail where he fights Nishi, his future best friend, ​and leader of a group of hooligans. He and Nishi then go to a juvenile prison miles away from Tokyo. There Joe meets Rikiishi, a former boxing prodigy, and a rivalry develops between them. They face each other in a match in which Rikiishi dominates Joe until the latter hits him with a cross-counter, resulting in both being knocked out. This inspires the other prison inmates to take up boxing. Joe and Rikiishi vow to fight again.<br><br>
(Source: Wikipedia) ",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx31303-xbT9cWWgSvx0.png'}
98361,三日間の幸福,Mikkakan no Koufuku,2013.0,15.0,1.0,FINISHED,JP,False,"['Drama', 'Psychological', 'Romance', 'Slice of Life', 'Supernatural']",89,90,10916,612,9.0,1.0,4.0,3.0,8.0,21.0,99,224,636,869,496,7822,2479,25,94,1.0,1.0,"HOW MUCH IS LIFE TRULY WORTH?<br>
Kusunoki used to believe he was destined for great things. Ostracized as a child, he held on to a belief that a good life was waiting for him in the years ahead. Now approaching the age of twenty, he's a completely mediocre college student with no motivation, no dreams, and no money. After learning he can sell his remaining years-and just how little they're worth-he chooses to divest himself of all but his last three months. Has Kusunoki truly destroyed his last chance to find happiness...or has he somehow found it?<br>
<br>(Source: Yen Press)
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx98361-Zn6ICdUCq7pf.jpg'}
34632,おやすみプンプン,Oyasumi Punpun,2007.0,147.0,13.0,FINISHED,JP,False,"['Drama', 'Psychological', 'Slice of Life']",89,89,73596,9289,201.0,35.0,91.0,151.0,223.0,389.0,971,2049,4980,8523,12109,31597,24694,1329,3867,1.0,1.0,"Meet Punpun Punyama. He’s an average kid in an average town.<br>
He wants to win a Nobel Prize and save the world.<br>
He wants the girl he has a crush on to like him back.<br>
He wants to find some porn.<br>
That’s what he wants, but what does he get…?
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx34632-14deknANZitb.png'}
30657,リアル,Real,1999.0,,,RELEASING,JP,False,"['Drama', 'Psychological', 'Sports']",89,89,16411,1285,11.0,1.0,29.0,8.0,21.0,22.0,119,347,928,1185,3831,10984,433,130,1033,2.0,5.0,"A motorcycle accident, bone cancer, a speeding truck crashing into a boy on a stolen bicycle--tragic life-changing events turn the worlds of three young men upside down. These three very different personalities have only one thing in common--their passion for basketball.
<br><br>
(Source: Viz Media)
<br><br>
<i>Note: Won an Excellence Prize for manga at the 2001 Japan Media Arts Festival.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30657-AzyyUOWMJ6fd.png'}
74489,宝石の国,Houseki no Kuni,2012.0,,,RELEASING,JP,False,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Sci-Fi']",88,89,24641,3945,53.0,8.0,16.0,25.0,81.0,88.0,356,922,2200,2823,10002,11405,900,323,2011,2.0,7.0,"In a world inhabited by crystalline lifeforms called The Lustrous, every unique gem must fight for their way of life against the threat of lunarians who would turn them into decorations. Phosphophyllite, the most fragile and brittle of gems, longs to join the battle. When Phos is instead assigned to complete a natural history of their world, it sounds like a dull and pointless task. But this new job brings Phos into contact with Cinnabar, a gem forced to live in isolation. Can Phos’s seemingly mundane assignment lead both Phos and Cinnabar to the fulfillment they desire?
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Nominated for the 8th Manga Taisho in 2015.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx74489-bTNWsnzztzmI.jpg'}
30025,鋼の錬金術師,Hagane no Renkinjutsushi,2001.0,116.0,27.0,FINISHED,JP,False,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",88,88,37399,3748,276.0,5.0,14.0,27.0,90.0,169.0,682,1877,4400,5834,4761,12116,17769,616,2137,1.0,2.0,"Alchemy tore the Elric brothers’ bodies apart. Can their bond make them whole again?<br>
In this world, alchemists are those who study and perform the art of alchemical transmutation—the science of manipulating and transforming matter. They are bounded by the Law of Equivalent Exchange: in order to gain something, one must sacrifice something of equal value.<br>
In an alchemical ritual gone wrong, Edward Elric lost his arm and his leg, and his brother Alphonse became nothing but a soul in a suit of armor. Equipped with mechanical “auto-mail” limbs, Edward becomes a state alchemist, seeking the one thing that can restore his and his brother’s bodies...the legendary Philosopher’s Stone.
<br><br>
(Source: Viz Media)
<br><br>
<i>Note: Includes 8 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30025-H2Es0tn49tir.png'}
112275,天官赐福,Tian Guan Ci Fu,2019.0,,,RELEASING,CN,False,"['Adventure', 'Drama', 'Fantasy', 'Romance']",88,91,5899,620,4.0,1.0,,3.0,11.0,8.0,38,101,303,482,2333,3024,213,66,263,1.0,27.0,"Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age.
<br><br>
Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens… Yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.
<br><br>
(Source: Tian Guan Ci Fu Wiki)
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx112275-nBcxQF8xv1B5.jpg'}
46765,キングダム,Kingdom,2006.0,,,RELEASING,JP,False,"['Action', 'Drama']",88,89,28452,2907,80.0,6.0,15.0,28.0,72.0,145.0,356,1011,2393,3103,11204,13960,534,479,2275,1.0,2.0,"Millions of years have passed since the times of legends, when the worlds of man and gods were still the same. In these times it was the desires of man that moved the world. It is the period of the 500 year war: the Era of Warring States. Kingdom is the story of a young boy who grew into a great general and all the trials and bloodshed that led him there.
",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx46765-KPXir4sRqJBW.png'}
87395,ぐらんぶる,Grand Blue,2014.0,,,RELEASING,JP,False,"['Comedy', 'Romance', 'Slice of Life', 'Sports']",88,88,30028,3331,89.0,23.0,26.0,57.0,85.0,111.0,465,1180,3041,3383,14525,12453,637,569,1844,1.0,5.0,"After moving out on his own to a seaside town, Iori Kitahara makes a college debut he never anticipated. A new chapter of his life unfolds, full of diving with beautiful girls and shenanigans with a gaggle of lovable bastards! Idiot-expert Kenji Inoue and au naturel authority Kimitake Yoshioka bring you a glorious college tale filled with booze-fueled antics!<br><br>
(Source: Kodansha USA)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx87395-KilGMYyoFULt.jpg'}
86635,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,2015.0,,,RELEASING,JP,False,"['Comedy', 'Psychological', 'Romance', 'Slice of Life']",88,88,55821,7560,133.0,54.0,45.0,57.0,147.0,258.0,779,2262,5305,5822,31750,18297,1337,1048,3389,1.0,1.0,"As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing.
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes: <br>
- The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump.<br>
- Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx86635-EdaLQmsn86Fy.png'}
100805,原来你在这里,Here U Are,2017.0,157.0,,FINISHED,CN,False,"['Drama', 'Romance', 'Slice of Life']",88,88,17451,1757,19.0,4.0,11.0,22.0,73.0,110.0,397,946,1752,2397,3486,6011,6941,333,680,1.0,12.0,"Receiving the newcomers is a task for Yu Yang, and he ends up helping the unsociable and towering Li Huan, the kind of person that does everything to be disliked. But after better knowing each other, he discovers that the giant isn’t that bad of a person at all...<br>
<br>
(Source: Boom Manga) <br>
<br>
<i>Note: Includes 20 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx100805-l4Cs536x6Eee.jpg'}
53751,〈物語〉シリーズ セカンドシーズン,Monogatari Series: Second Season,2010.0,198.0,6.0,FINISHED,JP,False,"['Comedy', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",88,90,4244,222,2.0,,,2.0,30.0,7.0,33,103,246,434,359,2697,1038,18,132,1.0,1.0,"This entry includes the second season of the Monogatari series:<br><br>
<u>Nekomonogatari: Shiro</u><br>
A tale of heroine Tsubasa Hanekawa from her own perspective, in her own voice—if that can hold true for a damaged soul who, depending on who you’re asking, suffers from a split personality or a supernatural aberration. The bone-chilling brokenness of her household, where father and mother and daughter keep three separate sets of cookware in the same kitchen and only ever prepare their own meals, and the profound darkness nurtured in the genius schoolgirl’s heart, come to life, if that is the word, through her self-vivisection.<br><br>
<u>Kabukimonogatari</u><br>
How far does one go to help a lost child? In the case of returning narrator Araragi, the answer is too far, across the veil of time. Dutifully (if unknowingly) following up on Hachikuji’s cheeky foreshadowing, he concerns himself with his young lady friend and her fate in this installment of the cult-hit series, heroically unable, once again, to find his own way home.<br><br>
<u>Hanamonogatari</u><br>
Our sorry hero, his reformed girlfriend, and the amnesiac class president have all graduated from their high school out in the boondocks, and self-described Sapphist and ex-basketball ace Kanbaru, retired by reason of an “injury,” is starting her senior year and the narrator of this volume—her voice far more introspectivethan the smutty jock’s we thought we knew. Bereft of the company of her beloved mentors, the only other person around her with any working knowledge of aberrations the junior Ougi Oshino, apparently a relative of the Hawaiian-shirted folklorist, she feels a bit alone and blue, and sick with dread that the devil residing in her left arm courtesy of the Monkey’s Paw might act up again while she sleeps. Investigating a rumor that she fears might lead back to her, the former star ends up peering into an abyss of negativity called Rouka. Trapped in a pit the like of which could only be escaped by the one girl who was able to pull off slam-dunks in her basketball nationals, can the penitent Kanbaru, however, still be aggressive?<br><br>
<u>Otorimonogatari</u><br>
A certain middle school girl has a fondness for hats, which serve as a line of defense against eye contact along with the overlong bangs she’s worn ever since she was little. Speaking in fits and starts when she doesn’t fall completely silent, her go-to line is “I’m sorry,” and she’s given to referring to herself in third person. Nadeko Sengoku is pretty, and not just cute.<br><br>
<u>Onimonogatari</u><br>
It, like the dark that makes up most of the cosmos, is not an aberration. Nonbeing can swallow you whole, yet if anything, it’s the anti-aberration. Darkness, in fact, is the Law, an executioner from whom a mark can try to run and hide, but only for so long. When it comes calling, the fortunate just might have the time to say goodbye. And the Darkness is—here now.
Before ever visiting Japan to find a place to die, four centuries, indeed, before her failed suicide attempt, the legendary vampire Kissshot literally stepped foot on the land of the rising sun with an epic jump that ended a lonely sojourn in Antarctica. It was back in those days that the proud noble created her first thrall. It was then, too, that she first met the Darkness.<br><br>
<u>Koimonogatari</u><br>
Circling back to a middle school girl’s apotheosis, if we can call it that, in Otorimonogatari, and the mortal threat it poses to the hero and his girl, this “Season Two” finale is narrated, for the first time in the series, by a grown-up—but if the word conjures a sense of reliability, of stability and certainty to you, dear reader, then the lesson to take home from this is to trust no one. Because the teller of the tale, who has been summoned by the heroine to defuse the situation, despite having been her nemesis since the very outset of the series, is—in the absence of the equally shady adult, Oshino, who at least was an expert—none other than his college frenemy, the fake ghostbuster who doesn’t believe in ghosts, the shameless swindler Deishuu Kaiki.",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx53751-1PHRYYsVP2cE.jpg'}
30003,20世紀少年,20th Century Boys,1999.0,249.0,22.0,FINISHED,JP,False,"['Drama', 'Mystery', 'Psychological', 'Sci-Fi']",87,88,35216,2894,73.0,8.0,25.0,37.0,107.0,178.0,542,1416,3009,3305,3818,19654,9985,318,1441,3.0,4.0,"Humanity, having faced extinction at the end of the 20th century, would not have entered the new millennium if it weren't for them. In 1969, during their youth, they created a symbol. In 1997, as the coming disaster slowly starts to unfold, that symbol returns. This is the story of a group of boys who try to save the world.<br><br>
For Kenji, a simple convenience store manager who once dreamed of becoming a rock 'n' roll musician, a host of memories from his past come rushing back when one of his childhood friends mysteriously commits suicide. Could this new death be related to the rise of a bizarre new cult that's been implicated in several other murders and disappearances? Determined to dig deeper, Kenji reunites with some of his old buddies in the hope of learning the truth behind it all.
<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30003-gsp7GW4UYI2Q.jpg'}
85135,聲の形,Koe no Katachi,2013.0,64.0,7.0,FINISHED,JP,False,"['Drama', 'Romance', 'Slice of Life']",87,87,48389,4369,89.0,14.0,42.0,75.0,194.0,444.0,1507,3836,7281,6942,3498,16571,26734,421,1165,1.0,1.0,"<i>Based on a one-shot that won the 80th Weekly Shounen Magazine Newbie Best Mangaka Award.</i><br><br>
Shouya is a bully. When Shouko, a girl who can't hear, enters his elementary school class, she becomes their favorite target, and Shouya and his friends goad each other into devising new tortures for her. But the children's cruelty goes too far. Shouko is forced to leave the school, and Shouya ends up shouldering all the blame. Six years later, the two meet again. Can Shouya make up for his past mistakes, or is it too late?<br><br>
(Source: Kodansha USA)<br><br>
<i>Note: Includes 2 extra chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx85135-11OOnyaqV71k.png'}
105398,나 혼자만 레벨업,Na Honjaman Level Up,2018.0,,,RELEASING,KR,False,"['Action', 'Adventure', 'Fantasy']",87,87,96759,13721,249.0,71.0,159.0,266.0,531.0,824.0,2378,4948,10696,14093,62530,23319,4405,1937,4568,1.0,2.0,"In a world where awakened beings called “Hunters” must battle deadly monsters to protect humanity, Sung Jinwoo, nicknamed “the weakest hunter of all mankind,” finds himself in a constant struggle for survival. One day, after a brutal encounter in an overpowered dungeon wipes out his party and threatens to end his life, a mysterious System chooses him as its sole player: Jinwoo has been granted the rare opportunity to level up his abilities, possibly beyond any known limits. Follow Jinwoo’s journey as he takes on ever-stronger enemies, both human and monster, to discover the secrets deep within the dungeons and the ultimate extent of his powers.
<br><br>
(Source: Tappytoon)
<br><br>
<i>Note: Season 1 contains a prologue and 110 chapters.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx105398-b673Vt5ZSuz3.jpg'}
31224,3月のライオン,3-gatsu no Lion,2007.0,,,RELEASING,JP,False,"['Drama', 'Slice of Life']",87,88,14884,1397,46.0,4.0,13.0,12.0,43.0,61.0,170,395,1018,1315,5353,8027,269,226,1009,2.0,7.0,"The protagonist is Rei, a 17-year-old shogi player. He lives by himself, not having a family, and does not go to school and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Momo and Hinata, and who also keep numerous amount of cats. ",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/nx31224-IzjIdGQZf1gf.jpg'}
30104,よつばと！,Yotsuba to!,2003.0,,,RELEASING,JP,False,"['Comedy', 'Slice of Life']",87,88,26370,2692,62.0,9.0,7.0,24.0,69.0,143.0,488,1156,2305,2493,10475,11494,966,542,2893,1.0,3.0,"Hello! This is Koiwai Yotsuba, Yotsuba Koiwai...um, YOTSUBA! Yotsuba moved with Daddy to a new house from our old house waaaaaaay over there! And moving's fun 'cos people wave! (Ohhhh!!) And Yotsuba met these nice people next door and made friends to play with (one of 'em acted like one of those bad strangers Daddy told Yotsuba not to go with, but it was okay in the end). I hope we get to play a lot. And eat ice cream! And-and-and...oh yeah! You should come play with Yotsuba too!<br><br>
(Source: Yen Press)
<br><br>
<i>Notes:<br>
- Includes an interlude.<br>
- Won the Excellence Award for Manga at the Japan Media Arts Festival in 2006 and the Grand Prize of the 20th Osamu Tezuka Cultural Prize in 2016.<br>
- Was nominated for the Manga Taishō award in 2008 and for the 12th and 20th Osamu Tezuka Cultural Prize in 2008 and 2016.<br>
- Was nominated for the Eisner Award in the ""Best Publication for Kids"" category.</i>",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30104-Qv5SLPFRRAqJ.jpg'}
30028,NANA,NANA,2000.0,,,RELEASING,JP,False,"['Drama', 'Music', 'Romance', 'Slice of Life']",87,88,17654,1552,15.0,6.0,9.0,18.0,44.0,83.0,242,528,1149,1369,3126,10006,2779,339,1404,1.0,3.0,"Nana Komatsu is a young woman who's endured an unending string of boyfriend problems. Moving to Tokyo, she's hoping to take control of her life and put all those messy misadventures behind her. She's looking for love and she's hoping to find it in the big city.<br><br>
Nana Osaki, on the other hand, is cool, confident and focused. She swaggers into town and proceeds to kick down the doors to Tokyo's underground punk scene. She's got a dream and won't give up until she becomes Japan's No. 1 rock'n'roll superstar.<br><br>
This is the story of two 20-year-old women who share the same name. Even though they come from completely different backgrounds, they somehow meet and become best friends. The world of Nana is a world exploding with sex, music, fashion, gossip and all-night parties.<br><br>
(Source: Viz Media)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx30028-UxaCSA7qg1u3.png'}
64053,うみねこのなく頃に散 - Episode 8: Twilight of the Golden Witch,Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,2012.0,42.0,9.0,FINISHED,JP,False,"['Drama', 'Fantasy', 'Mystery', 'Supernatural']",87,90,2536,402,6.0,3.0,4.0,7.0,11.0,22.0,39,93,182,472,147,1221,1122,20,26,3.0,64.0,"It's time once again for the annual family gathering on Rokkenjima! Ange Ushiromiya is just getting over a cold, but that won't dampen her excitement at seeing her cousins again! Granddad couldn't be more thrilled to see his beloved grandchildren and throws a special Halloween party where everyone gets lots of treats! By lunchtime on the first day, the aunts and uncles are chatting up a storm, and the cousins are eagerly planning the afternoon's fun. It's the very picture of a happy family-one that in no way resembles the bickering, bitter Ushiromiya clan! What is going on?!<br><br>
(Source: Yen Press)",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx64053-mAXVwN9eDupI.png'}
94970,ようこそ実力至上主義の教室へ,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,2015.0,110.0,14.0,FINISHED,JP,False,"['Drama', 'Mystery', 'Psychological']",87,88,14332,1353,14.0,3.0,14.0,19.0,36.0,64.0,177,467,860,1183,3309,8078,2001,207,737,1.0,1.0,"Koudo Ikusei Senior High School, a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Kōdo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.
<br><br>
The protagonist Kiyotaka Ayanokouji is a student of D-class, which is where the school dumps its “inferior” students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Suzune Horikita and Kikyou Kushida, two other students in his class, Kiyotaka’s situation begins to change.
<br><br><br>
<b>Includes Volumes:</b> 4.5, 7.5, 11.5<br>
<b>Included Chapters:</b> 14 Prologues, 13 Epilogues, 1 Extra",{'large': 'https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/bx94970-q77X5sfRIKvU.jpg'}
